v8-version,5,1,281,95,0
tick,0x13b77508cac1,8285758,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8296990,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,8307596,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,8318841,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8329435,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8340574,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8350637,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,8361890,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8372500,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,8383698,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8394964,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,8405545,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,8416796,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,8427999,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,8438592,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,8449849,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8460477,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,8470991,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8481600,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,8492828,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8503457,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8514691,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,8525904,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8536510,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,8547783,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8558991,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,8569582,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8579619,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8590847,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8600876,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cacd,8611492,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8622697,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,8633948,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8644561,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,8655793,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8666929,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8676989,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,8687519,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8697603,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8708781,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8719415,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,8730671,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8741939,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8752437,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8763691,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cacd,8774956,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8785582,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8796739,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,8807423,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8818008,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cabd,8828645,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8839850,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,8850480,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,8861740,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8872946,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,8883534,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,8894698,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,8904746,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,8915903,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8925957,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,8936560,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8947745,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8957803,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,8969038,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,8979652,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,8990882,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9001462,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cacd,9012625,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,9023932,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,9034539,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,9045741,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9056998,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,9067634,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9078863,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9089470,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,9100713,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9111843,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,9122448,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,9133679,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cabd,9144913,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9155519,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,9166777,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,9178004,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9188592,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9199844,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,9210432,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9221716,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,9232988,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,9243603,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,9254775,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,9264821,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9275426,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,9286032,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9296647,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9307821,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9317859,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,9329016,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,9339600,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,9350855,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,9361442,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,9372674,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9383904,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9394517,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9405745,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,9416976,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,9427584,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9438836,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9449424,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cabd,9460666,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,9470718,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,9481971,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9492546,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cacd,9502559,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,9513696,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,9523780,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,9534991,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9545568,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,9556829,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,9567409,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9578663,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9589899,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9600534,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9611789,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9622994,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9633582,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9644832,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,9655435,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cacd,9666677,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9677904,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9688423,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,9699654,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cabd,9710881,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,9721489,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9732721,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9743953,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,9754487,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9764632,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9775875,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9786446,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9797112,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9807619,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cacd,9817680,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9828913,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9839445,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9849509,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9860717,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,9871968,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9882553,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9893715,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9904948,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9915003,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,9925587,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,9935621,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,9946854,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,9957458,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,9968693,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,9979829,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,9989882,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,10000420,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10010551,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,10021016,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,10031752,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,10042851,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10052901,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10063538,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,10074778,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,10085987,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10096618,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10107838,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,10118452,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10129690,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cabd,10140892,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,10151522,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,10162756,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10173990,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,10184599,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10195854,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10206967,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10217595,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10228802,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,10239412,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cabd,10250019,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10260626,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10271869,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10282493,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10293697,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10304930,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cacd,10315538,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,10326790,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10338002,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cacd,10348639,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,10359841,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10370450,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10381682,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10392914,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cabd,10403522,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10414755,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,10425988,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10436595,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10447830,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,10458438,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cabd,10469697,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,10480906,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10490979,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10501587,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,10512820,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10523428,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,10534658,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10545849,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10556479,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,10567683,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,10570852,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,10581987,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,10592612,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,10603826,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10614435,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10625690,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10635753,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,10646884,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,10657491,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,10668725,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,10679955,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10690564,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10701817,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,10712404,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10723011,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,10733636,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cacd,10744850,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10755459,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10766708,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10777957,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,10788556,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cade,10799813,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,10810995,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10821603,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10832859,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,10843445,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10854707,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac7,10865912,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10876522,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
tick,0x13b77508cac1,10887579,0,0x13b77508ca48,0,0x13b775089c5c,0x13b77505264e,0x13b775052067
