v8-version,5,1,281,95,0
code-creation,LazyCompile,0,0x13b77505c640,356,"CorkedRequest _stream_writable.js:538:23",0x21437f550320,~
code-creation,Stub,4,0x13b77505c7c0,212,"StoreFieldStub"
code-creation,Stub,4,0x13b77505c8a0,112,"LoadFieldStub"
code-creation,Stub,4,0x13b77505c920,120,"LoadConstantStub"
code-creation,Handler,4,0x13b77505c9a0,164,"_events"
code-creation,Stub,3,0x13b77505ca60,2354,"RecordWriteStub"
code-creation,Stub,4,0x13b77505d3a0,216,"StoreFieldStub"
code-creation,LazyCompile,0,0x13b77505d480,484,"once events.js:298:44",0x602e02e7560,~
code-creation,LazyCompile,0,0x13b77505d680,388,"_onceWrap events.js:285:19",0x602e02e6c60,~
code-creation,LazyCompile,0,0x13b77505d820,1156,"Readable.on _stream_readable.js:686:33",0x21437f54c260,~
code-creation,Handler,4,0x13b77505dcc0,145,symbol("nonexistent_symbol" hash 1db7469)
code-creation,Handler,4,0x13b77505dd60,209,"end"
code-creation,Stub,4,0x13b77505de40,112,"LoadFieldStub"
code-creation,Stub,4,0x13b77505dec0,180,"StoreFieldStub"
code-creation,Handler,4,0x13b77505df80,164,"on"
code-creation,Handler,4,0x13b77505e040,209,"finish"
code-creation,Handler,4,0x13b77505e120,209,"_socketEnd"
code-creation,LazyCompile,0,0x13b77505e200,580,"initSocketHandle net.js:105:26",0x21437f574700,~
code-creation,Stub,4,0x13b77505e460,292,"LoadFastElementStub"
code-creation,Handler,4,0x13b77505e5a0,585,"emit"
code-creation,Handler,4,0x13b77505e800,145,symbol("nonexistent_symbol" hash 1db7469)
code-creation,Stub,17,0x13b77505e8a0,228,"ToBooleanICStub(Null,SpecObject)"
code-creation,Handler,4,0x13b77505e9a0,164,"hasOwnProperty"
code-creation,Handler,4,0x13b77505ea60,189,"SIGWINCH"
code-creation,LazyCompile,0,0x13b77505eb20,604,"getStderr internal/process/stdio.js:21:21",0x21437f52a0d0,~
code-creation,Handler,4,0x13b77505ed80,164,symbol("Symbol.hasInstance" hash 1cb9da9b)
code-creation,Handler,4,0x13b77505ee40,144,"handle"
code-creation,Handler,4,0x13b77505eee0,164,symbol("Symbol.hasInstance" hash 1cb9da9b)
code-creation,Handler,4,0x13b77505efa0,200,"connecting"
code-creation,Handler,4,0x13b77505f080,200,"_hadError"
code-creation,Handler,4,0x13b77505f160,200,"_handle"
code-creation,Handler,4,0x13b77505f240,200,"_parent"
code-creation,Handler,4,0x13b77505f320,200,"_host"
code-creation,Handler,4,0x13b77505f400,164,symbol("Symbol.hasInstance" hash 1cb9da9b)
code-creation,Handler,4,0x13b77505f4c0,164,symbol("Symbol.hasInstance" hash 1cb9da9b)
code-creation,Handler,4,0x13b77505f580,145,symbol("nonexistent_symbol" hash 1db7469)
code-creation,Handler,4,0x13b77505f620,200,"objectMode"
code-creation,Handler,4,0x13b77505f700,164,symbol("Symbol.hasInstance" hash 1cb9da9b)
code-creation,Handler,4,0x13b77505f7c0,192,"highWaterMark"
code-creation,Handler,4,0x13b77505f880,200,"head"
code-creation,Handler,4,0x13b77505f960,200,"tail"
code-creation,Stub,4,0x13b77505fa40,236,"StoreTransitionStub"
code-creation,Handler,4,0x13b77505fb40,192,"length"
code-creation,Handler,4,0x13b77505fc00,224,"buffer"
code-creation,Stub,4,0x13b77505fce0,236,"StoreTransitionStub"
code-creation,Handler,4,0x13b77505fde0,192,"length"
code-creation,Handler,4,0x13b77505fea0,200,"pipes"
code-creation,Stub,4,0x13b77505ff80,236,"StoreTransitionStub"
code-creation,Handler,4,0x13b775060080,192,"pipesCount"
code-creation,Handler,4,0x13b775060140,200,"flowing"
code-creation,Handler,4,0x13b775060220,200,"ended"
code-creation,Stub,4,0x13b775060300,264,"StoreTransitionStub"
code-creation,Handler,4,0x13b775060420,200,"endEmitted"
code-creation,Stub,4,0x13b775060500,264,"StoreTransitionStub"
code-creation,Handler,4,0x13b775060620,200,"reading"
code-creation,Handler,4,0x13b775060700,200,"sync"
code-creation,Handler,4,0x13b7750607e0,200,"needReadable"
code-creation,Handler,4,0x13b7750608c0,200,"emittedReadable"
code-creation,Handler,4,0x13b7750609a0,200,"readableListening"
code-creation,Stub,4,0x13b775060a80,272,"StoreTransitionStub"
code-creation,Handler,4,0x13b775060ba0,200,"resumeScheduled"
code-creation,Stub,4,0x13b775060c80,272,"StoreTransitionStub"
code-creation,Handler,4,0x13b775060da0,200,"defaultEncoding"
code-creation,Stub,4,0x13b775060e80,272,"StoreTransitionStub"
code-creation,Handler,4,0x13b775060fa0,200,"ranOut"
code-creation,Stub,4,0x13b775061080,236,"StoreTransitionStub"
code-creation,Handler,4,0x13b775061180,192,"awaitDrain"
code-creation,Stub,4,0x13b775061240,272,"StoreTransitionStub"
code-creation,Handler,4,0x13b775061360,200,"readingMore"
code-creation,Stub,4,0x13b775061440,272,"StoreTransitionStub"
code-creation,Handler,4,0x13b775061560,200,"decoder"
code-creation,Stub,4,0x13b775061640,272,"StoreTransitionStub"
code-creation,Handler,4,0x13b775061760,200,"encoding"
code-creation,Handler,4,0x13b775061840,224,"_readableState"
code-creation,Handler,4,0x13b775061920,200,"readable"
code-creation,Handler,4,0x13b775061a00,224,"_events"
code-creation,Stub,4,0x13b775061ae0,236,"StoreTransitionStub"
code-creation,Handler,4,0x13b775061be0,192,"_eventsCount"
code-creation,Handler,4,0x13b775061ca0,164,symbol("Symbol.hasInstance" hash 1cb9da9b)
code-creation,Handler,4,0x13b775061d60,200,"objectMode"
code-creation,Handler,4,0x13b775061e40,164,symbol("Symbol.hasInstance" hash 1cb9da9b)
code-creation,Handler,4,0x13b775061f00,192,"highWaterMark"
code-creation,Handler,4,0x13b775061fc0,200,"needDrain"
code-creation,Handler,4,0x13b7750620a0,200,"ending"
code-creation,Handler,4,0x13b775062180,200,"ended"
code-creation,Handler,4,0x13b775062260,200,"finished"
code-creation,Handler,4,0x13b775062340,200,"decodeStrings"
code-creation,Handler,4,0x13b775062420,200,"defaultEncoding"
code-creation,Stub,4,0x13b775062500,236,"StoreTransitionStub"
code-creation,Handler,4,0x13b775062600,192,"length"
code-creation,Handler,4,0x13b7750626c0,200,"writing"
code-creation,Stub,4,0x13b7750627a0,236,"StoreTransitionStub"
code-creation,Handler,4,0x13b7750628a0,192,"corked"
code-creation,Handler,4,0x13b775062960,200,"sync"
code-creation,Handler,4,0x13b775062a40,200,"bufferProcessing"
code-creation,Handler,4,0x13b775062b20,200,"onwrite"
code-creation,Handler,4,0x13b775062c00,200,"writecb"
code-creation,Stub,4,0x13b775062ce0,236,"StoreTransitionStub"
code-creation,Handler,4,0x13b775062de0,192,"writelen"
code-creation,Handler,4,0x13b775062ea0,200,"bufferedRequest"
code-creation,Stub,4,0x13b775062f80,272,"StoreTransitionStub"
code-creation,Handler,4,0x13b7750630a0,200,"lastBufferedRequest"
code-creation,Stub,4,0x13b775063180,236,"StoreTransitionStub"
code-creation,Handler,4,0x13b775063280,192,"pendingcb"
code-creation,Handler,4,0x13b775063340,200,"prefinished"
code-creation,Handler,4,0x13b775063420,200,"errorEmitted"
code-creation,Stub,4,0x13b775063500,236,"StoreTransitionStub"
code-creation,Handler,4,0x13b775063600,192,"bufferedRequestCount"
code-creation,Handler,4,0x13b7750636c0,200,"next"
code-creation,Handler,4,0x13b7750637a0,200,"entry"
code-creation,Handler,4,0x13b775063880,224,"finish"
code-creation,Stub,4,0x13b775063960,272,"StoreTransitionStub"
code-creation,Handler,4,0x13b775063a80,224,"corkedRequestsFree"
code-creation,Handler,4,0x13b775063b60,200,"_writableState"
code-creation,Handler,4,0x13b775063c40,200,"writable"
code-creation,Stub,4,0x13b775063d20,212,"StoreFieldStub"
code-creation,Handler,4,0x13b775063e00,200,"allowHalfOpen"
code-creation,Handler,4,0x13b775063ee0,164,"once"
code-creation,Stub,4,0x13b775063fa0,120,"LoadConstantStub"
code-creation,Handler,4,0x13b775064020,164,"on"
code-creation,Handler,4,0x13b7750640e0,209,"listener"
code-creation,Handler,4,0x13b7750641c0,224,"end"
code-creation,Handler,4,0x13b7750642a0,209,"finish"
code-creation,Handler,4,0x13b775064380,209,"_socketEnd"
code-creation,Handler,4,0x13b775064460,200,"destroyed"
code-creation,Handler,4,0x13b775064540,192,"_bytesDispatched"
code-creation,Handler,4,0x13b775064600,200,"_sockname"
code-creation,Handler,4,0x13b7750646e0,224,"owner"
code-creation,Handler,4,0x13b7750647c0,212,"onread"
code-creation,Handler,4,0x13b7750648a0,145,symbol("nonexistent_symbol" hash 1db7469)
code-creation,Handler,4,0x13b775064940,200,"_writev"
code-creation,Handler,4,0x13b775064a20,200,"_pendingData"
code-creation,Handler,4,0x13b775064b00,200,"_pendingEncoding"
code-creation,Stub,4,0x13b775064be0,216,"StoreFieldStub"
code-creation,Handler,4,0x13b775064cc0,200,"server"
code-creation,Handler,4,0x13b775064da0,200,"_server"
code-creation,Stub,4,0x13b775064e80,531,"StoreTransitionStub"
code-creation,Handler,4,0x13b7750650a0,192,symbol("bytesRead" hash 1bac6832)
code-creation,Handler,4,0x13b775065160,164,"setBlocking"
code-creation,Handler,4,0x13b775065220,157,"NODE_TTY_UNSAFE_ASYNC"
code-creation,Handler,4,0x13b7750652c0,171,"Array"
code-creation,Handler,4,0x13b775065380,164,"getWindowSize"
code-creation,Stub,4,0x13b775065440,240,"StoreTransitionStub"
code-creation,Handler,4,0x13b775065540,192,"columns"
code-creation,Stub,4,0x13b775065600,240,"StoreTransitionStub"
code-creation,Handler,4,0x13b775065700,192,"rows"
code-creation,Stub,4,0x13b7750657c0,575,"StoreTransitionStub"
code-creation,Handler,4,0x13b775065a00,200,"_type"
code-creation,Stub,4,0x13b775065ae0,240,"StoreTransitionStub"
code-creation,Handler,4,0x13b775065be0,192,"fd"
code-creation,Stub,4,0x13b775065ca0,276,"StoreTransitionStub"
code-creation,Handler,4,0x13b775065dc0,200,"_isStdio"
code-creation,LazyCompile,0,0x13b775065ea0,316,"$getMaxListeners events.js:69:26",0x602e02e6720,~
code-creation,LazyCompile,0,0x13b775065fe0,188,"get events.js:31:16",0x602e02e6f60,~
code-creation,Stub,3,0x13b7750660a0,563,"FastCloneShallowObjectStub"
code-creation,LazyCompile,0,0x13b7750662e0,2192,"Console console.js:5:17",0x21437f56ca00,~
code-creation,Stub,3,0x13b775066b80,535,"FastNewRestParameterStub"
code-creation,LazyCompile,0,0x13b775066da0,492,"Console.log console.js:42:33",0x21437f56cac0,~
code-creation,Handler,4,0x13b775066fa0,164,"info"
code-creation,Handler,4,0x13b775067060,164,"bind"
code-creation,Handler,4,0x13b775067120,224,"info"
code-creation,Handler,4,0x13b775067200,164,"warn"
code-creation,LazyCompile,0,0x13b7750672c0,492,"Console.warn console.js:50:34",0x21437f56cb80,~
code-creation,Handler,4,0x13b7750674c0,224,"warn"
code-creation,Handler,4,0x13b7750675a0,164,"error"
code-creation,Handler,4,0x13b775067660,224,"error"
code-creation,Handler,4,0x13b775067740,164,"dir"
code-creation,LazyCompile,0,0x13b775067800,580,"Console.dir console.js:58:33",0x21437f56cc40,~
code-creation,Handler,4,0x13b775067a60,224,"dir"
code-creation,Handler,4,0x13b775067b40,164,"time"
code-creation,LazyCompile,0,0x13b775067c00,380,"Console.time console.js:64:34",0x21437f56cd00,~
code-creation,Handler,4,0x13b775067d80,224,"time"
code-creation,Handler,4,0x13b775067e60,164,"timeEnd"
code-creation,LazyCompile,0,0x13b775067f20,988,"Console.timeEnd console.js:69:37",0x21437f56cdc0,~
code-creation,Handler,4,0x13b775068300,224,"timeEnd"
code-creation,Handler,4,0x13b7750683e0,164,"trace"
code-creation,LazyCompile,0,0x13b7750684a0,716,"trace console.js:82:41",0x21437f56ce80,~
code-creation,Handler,4,0x13b775068780,224,"trace"
code-creation,Handler,4,0x13b775068860,164,"assert"
code-creation,LazyCompile,0,0x13b775068920,548,"Console.assert console.js:93:36",0x21437f56cf40,~
code-creation,Handler,4,0x13b775068b60,224,"assert"
code-disable-optimization,"installInspectorConsoleIfNeeded","TryCatchStatement"
code-creation,LazyCompile,0,0x13b775068c40,3268,"installInspectorConsoleIfNeeded bootstrap_node.js:265:43",0x602e02dd7b8,
code-creation,LazyCompile,0,0x13b775069920,4512,"exports.format util.js:65:26",0x602e02ef220,~
code-creation,Stub,15,0x13b77506aac0,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,Stub,15,0x13b77506ab40,111,"BinaryOpICWithAllocationSiteStub(ADD_CreateAllocationMementos:String*String->String)"
code-creation,LazyCompile,0,0x13b77506abc0,1076,"Socket.write net.js:656:34",0x21437f576c80,~
code-creation,LazyCompile,0,0x13b77506b000,1252,"Writable.write _stream_writable.js:226:36",0x21437f5507c0,~
code-creation,LazyCompile,0,0x13b77506b500,1284,"validChunk _stream_writable.js:204:20",0x21437f54f8a0,~
code-creation,Stub,12,0x13b77506ba20,464,"CallICStub(args(7), ANY, "
code-creation,Stub,12,0x13b77506bc00,113,"CallICTrampolineStub"
code-creation,LazyCompile,0,0x13b77506bc80,1612,"writeOrBuffer _stream_writable.js:296:23",0x21437f54fa20,~
code-creation,LazyCompile,0,0x13b77506c2e0,476,"decodeChunk _stream_writable.js:284:21",0x21437f54f960,~
code-creation,LazyCompile,0,0x13b77506c4c0,596,"doWrite _stream_writable.js:326:17",0x21437f54fae0,~
code-creation,LazyCompile,0,0x13b77506c720,268,"Socket._write net.js:733:35",0x21437f576ec0,~
code-creation,LazyCompile,0,0x13b77506c840,3128,"Socket._writeGeneric net.js:665:42",0x21437f576d40,~
code-creation,LazyCompile,0,0x13b77506d480,448,"_unrefTimer net.js:201:52",0x21437f575a80,~
code-creation,LazyCompile,0,0x13b77506d640,228,"exports._unrefActive timers.js:109:32",0x21437f516500,~
code-creation,Handler,4,0x13b77506d740,145,symbol("nonexistent_symbol" hash 1db7469)
code-creation,Stub,16,0x13b77506d7e0,598,"CompareICStub"
code-creation,LazyCompile,0,0x13b77506da40,1380,"createWriteReq net.js:737:24",0x21437f574dc0,~
code-creation,LazyCompile,0,0x13b77506dfc0,228,"WritableState.onwrite _stream_writable.js:89:26",0x21437f587a98,~
code-creation,LazyCompile,0,0x13b77506e0c0,868,"onwrite _stream_writable.js:356:17",0x21437f54fd20,~
code-creation,LazyCompile,0,0x13b77506e440,388,"onwriteStateUpdate _stream_writable.js:349:28",0x21437f54fc60,~
code-creation,LazyCompile,0,0x13b77506e5e0,572,"needFinish _stream_writable.js:494:20",0x21437f550020,~
code-creation,LazyCompile,0,0x13b77506e820,1400,"nextTick internal/process/next_tick.js:140:20",0x21437f5274b0,~
code-creation,LazyCompile,0,0x13b77506eda0,1068,"rearm timers.js:401:15",0x21437f515cc0,~
code-creation,LazyCompile,0,0x13b77506f1e0,860,"_combinedTickCallback internal/process/next_tick.js:71:33",0x21437f527270,~
code-creation,LazyCompile,0,0x13b77506f540,412,"afterWrite _stream_writable.js:384:20",0x21437f54fde0,~
code-creation,LazyCompile,0,0x13b77506f6e0,412,"onwriteDrain _stream_writable.js:395:22",0x21437f54fea0,~
code-creation,LazyCompile,0,0x13b77506f880,180,"nop _stream_writable.js:17:13",0x21437f54f4e0,~
code-creation,LazyCompile,0,0x13b77506f940,548,"finishMaybe _stream_writable.js:509:21",0x21437f5501a0,~
tick,0x7facd88e8bf9,54071,0,0x0,5
code-creation,Handler,4,0x13b77506fb80,145,symbol("nonexistent_symbol" hash 1db7469)
code-creation,Stub,4,0x13b77506fc20,112,"LoadFieldStub"
code-creation,Handler,4,0x13b77506fca0,164,"write"
code-creation,Handler,4,0x13b77506fd60,164,"apply"
code-creation,Handler,4,0x13b77506fe20,164,symbol("Symbol.hasInstance" hash 1cb9da9b)
code-creation,Handler,4,0x13b77506fee0,164,symbol("Symbol.hasInstance" hash 1cb9da9b)
code-creation,Stub,4,0x13b77506ffa0,112,"LoadFieldStub"
code-creation,Stub,4,0x13b775070020,184,"StoreFieldStub"
code-creation,Handler,4,0x13b7750700e0,164,symbol("Symbol.hasInstance" hash 1cb9da9b)
code-creation,Stub,4,0x13b7750701a0,180,"StoreFieldStub"
code-creation,Stub,4,0x13b775070260,112,"LoadFieldStub"
code-creation,Stub,4,0x13b7750702e0,184,"StoreFieldStub"
code-creation,Stub,4,0x13b7750703a0,216,"StoreFieldStub"
code-creation,Stub,4,0x13b775070480,212,"StoreFieldStub"
code-creation,Stub,4,0x13b775070560,212,"StoreFieldStub"
code-creation,Stub,4,0x13b775070640,120,"LoadConstantStub"
code-creation,Handler,4,0x13b7750706c0,164,"_write"
code-creation,Stub,4,0x13b775070780,112,"LoadFieldStub"
code-creation,Stub,4,0x13b775070800,120,"LoadConstantStub"
code-creation,Handler,4,0x13b775070880,164,"_writeGeneric"
code-creation,Stub,4,0x13b775070940,216,"StoreFieldStub"
code-creation,Stub,4,0x13b775070a20,216,"StoreFieldStub"
code-creation,Handler,4,0x13b775070b00,164,"_unrefTimer"
code-creation,Handler,4,0x13b775070bc0,224,"handle"
code-creation,Handler,4,0x13b775070ca0,209,"oncomplete"
code-creation,Handler,4,0x13b775070d80,200,"async"
code-creation,Handler,4,0x13b775070e60,164,symbol("Symbol.hasInstance" hash 1cb9da9b)
code-creation,Handler,4,0x13b775070f20,164,"writeUtf8String"
code-creation,Stub,4,0x13b775070fe0,184,"StoreFieldStub"
code-creation,Stub,4,0x13b7750710a0,112,"LoadFieldStub"
code-creation,Stub,4,0x13b775071120,112,"LoadFieldStub"
code-creation,Stub,4,0x13b7750711a0,112,"LoadFieldStub"
code-creation,Stub,4,0x13b775071220,112,"LoadFieldStub"
code-creation,Stub,4,0x13b7750712a0,112,"LoadFieldStub"
code-creation,Handler,4,0x13b775071320,144,"args"
code-creation,Stub,4,0x13b7750713c0,112,"LoadFieldStub"
tick,0x7facd88e8bf9,56429,0,0x0,5
tick,0x7facd88e8bf9,57709,0,0x0,5
tick,0x7facd88e8bf9,59675,0,0x0,5
tick,0x7facd88e8bf9,61896,0,0x0,5
tick,0x7facd88e8bf9,63730,0,0x0,5
tick,0x7facd88e8bf9,66331,0,0x0,5
tick,0x7facd88e8bf9,67636,0,0x0,5
tick,0x7facd88e8bf9,69742,0,0x0,5
tick,0x7facd88e8bf9,71812,0,0x0,5
tick,0x7facd88e8bf9,73720,0,0x0,5
tick,0x7facd88e8bf9,75896,0,0x0,5
tick,0x7facd88e8bf9,77913,0,0x0,5
tick,0x7facd88e8bf9,80060,0,0x0,5
tick,0x7facd88e8bf9,81819,0,0x0,5
tick,0x7facd88e8bf9,83370,0,0x0,5
tick,0x7facd88e8bf9,84786,0,0x0,5
tick,0x7facd88e8bf9,86664,0,0x0,5
tick,0x7facd88e8bf9,87998,0,0x0,5
tick,0x7facd88e8bf9,89849,0,0x0,5
tick,0x7facd88e8bf9,91758,0,0x0,5
tick,0x7facd88e8bf9,93883,0,0x0,5
tick,0x7facd88e8bf9,96074,0,0x0,5
tick,0x7facd88e8bf9,97780,0,0x0,5
tick,0x7facd88e8bf9,100142,0,0x0,5
tick,0x7facd88e8bf9,101926,0,0x0,5
tick,0x7facd88e8bf9,103849,0,0x0,5
tick,0x7facd88e8bf9,105866,0,0x0,5
tick,0x7facd88e8bf9,107858,0,0x0,5
tick,0x7facd88e8bf9,109818,0,0x0,5
tick,0x7facd88e8bf9,112136,0,0x0,5
tick,0x7facd88e8bf9,113918,0,0x0,5
tick,0x7facd88e8bf9,116233,0,0x0,5
tick,0x7facd88e8bf9,117460,0,0x0,5
tick,0x7facd88e8bf9,118863,0,0x0,5
tick,0x7facd88e8bf9,120905,0,0x0,5
tick,0x7facd88e8bf9,122870,0,0x0,5
tick,0x7facd88e8bf9,124858,0,0x0,5
tick,0x7facd88e8bf9,126936,0,0x0,5
tick,0x7facd88e8bf9,128820,0,0x0,5
tick,0x7facd88e8bf9,130834,0,0x0,5
tick,0x7facd88e8bf9,133839,0,0x0,5
tick,0x7facd88e8bf9,135095,0,0x0,5
code-creation,LazyCompile,0,0x13b775071440,300,"peek internal/linkedlist.js:18:14",0x21437f518b40,~
tick,0x7facd88e8bf9,137231,0,0x0,5
code-creation,LazyCompile,1,0x13b775071580,235,"peek internal/linkedlist.js:18:14",0x21437f518b40,*
tick,0x7facd88e8bf9,139067,0,0x0,5
tick,0x7facd88e8bf9,140838,0,0x0,5
tick,0x7facd88e8bf9,142912,0,0x0,5
tick,0x7facd88e8bf9,144995,0,0x0,5
tick,0x7facd88e8bf9,146995,0,0x0,5
tick,0x7facd88e8bf9,149539,0,0x0,5
tick,0x7facd88e8bf9,151040,0,0x0,5
tick,0x7facd88e8bf9,152972,0,0x0,5
tick,0x7facd88e8bf9,155352,0,0x0,5
tick,0x7facd88e8bf9,156932,0,0x0,5
tick,0x7facd88e8bf9,158994,0,0x0,5
tick,0x7facd88e8bf9,160872,0,0x0,5
tick,0x7facd88e8bf9,163109,0,0x0,5
tick,0x7facd88e8bf9,165210,0,0x0,5
tick,0x7facd88e8bf9,167757,0,0x0,5
tick,0x7facd88e8bf9,169051,0,0x0,5
tick,0x7facd88e8bf9,171108,0,0x0,5
tick,0x7facd88e8bf9,173163,0,0x0,5
tick,0x7facd88e8bf9,174991,0,0x0,5
tick,0x7facd88e8bf9,177105,0,0x0,5
code-creation,LazyCompile,0,0x13b775071680,340,"ok assert.js:100:12",0x21437f51a1a8,~
code-creation,Stub,12,0x13b7750717e0,464,"CallICStub(args(5), NULL_OR_UNDEFINED, "
tick,0x7facd88e8bf9,179509,0,0x0,5
code-creation,LazyCompile,1,0x13b7750719c0,231,"ok assert.js:100:12",0x21437f51a1a8,*
code-creation,LazyCompile,0,0x13b775071ac0,572,"needFinish _stream_writable.js:494:20",0x21437f550020,~
tick,0x7facd88e8bf9,182195,0,0x0,5
code-creation,LazyCompile,1,0x13b775071d00,806,"needFinish _stream_writable.js:494:20",0x21437f550020,*
tick,0x7facd88e8bf9,184565,0,0x0,5
code-creation,LazyCompile,0,0x13b775072040,3104,"listOnTimeout timers.js:162:23",0x21437f515840,~
code-creation,LazyCompile,0,0x13b775072c60,180,"debugs.(anonymous function) util.js:151:29",0x21437f51c498,~
code-creation,Stub,3,0x13b775072d20,452,"CallApiCallbackStub"
code-creation,Stub,3,0x13b775072f00,452,"CallApiCallbackStub"
code-creation,LazyCompile,0,0x13b7750730e0,532,"remove internal/linkedlist.js:35:16",0x21437f518cc0,~
tick,0x7facd88e8bf9,187275,0,0x0,5
code-creation,Stub,3,0x13b775073300,2312,"RecordWriteStub"
code-creation,Stub,3,0x13b775073c20,2316,"RecordWriteStub"
code-creation,Stub,10,0x13b775074540,502,"LoadICStub"
code-creation,LazyCompile,1,0x13b775074740,2544,"listOnTimeout timers.js:162:23",0x21437f515840,*
tick,0x7facd88e8bf9,188783,0,0x0,5
tick,0x7facd88e8bf9,190080,0,0x0,5
tick,0x7facd88e8bf9,192166,0,0x0,5
tick,0x7facd88e8bf9,194058,0,0x0,5
tick,0x7facd88e8bf9,195313,0,0x0,5
tick,0x7facd88e8bf9,200417,0,0x0,5
tick,0x7facd88e8bf9,202070,0,0x0,5
tick,0x7facd88e8bf9,204211,0,0x0,5
tick,0x7facd88e8bf9,206067,0,0x0,5
tick,0x7facd88e8bf9,208175,0,0x0,5
tick,0x7facd88e8bf9,210308,0,0x0,5
tick,0x7facd88e8bf9,212298,0,0x0,5
tick,0x7facd88e8bf9,214330,0,0x0,5
tick,0x7facd88e8bf9,216776,0,0x0,5
tick,0x7facd88e8bf9,218278,0,0x0,5
tick,0x7facd88e8bf9,220088,0,0x0,5
tick,0x7facd88e8bf9,222278,0,0x0,5
tick,0x7facd88e8bf9,224359,0,0x0,5
tick,0x7facd88e8bf9,226261,0,0x0,5
tick,0x7facd88e8bf9,228189,0,0x0,5
tick,0x7facd88e8bf9,230761,0,0x0,5
tick,0x7facd88e8bf9,232572,0,0x0,5
tick,0x7facd88e8bf9,233844,0,0x0,5
tick,0x7facd88e8bf9,235165,0,0x0,5
tick,0x7facd88e8bf9,237436,0,0x0,5
tick,0x7facd88e8bf9,239256,0,0x0,5
tick,0x7facd88e8bf9,241219,0,0x0,5
tick,0x7facd88e8bf9,243189,0,0x0,5
tick,0x7facd88e8bf9,245248,0,0x0,5
tick,0x7facd88e8bf9,247836,0,0x0,5
tick,0x7facd88e8bf9,249758,0,0x0,5
tick,0x7facd88e8bf9,251287,0,0x0,5
tick,0x7facd88e8bf9,253212,0,0x0,5
tick,0x7facd88e8bf9,255369,0,0x0,5
tick,0x7facd88e8bf9,257330,0,0x0,5
tick,0x7facd88e8bf9,259175,0,0x0,5
tick,0x7facd88e8bf9,261363,0,0x0,5
tick,0x7facd88e8bf9,263346,0,0x0,5
tick,0x7facd88e8bf9,265505,0,0x0,5
tick,0x7facd88e8bf9,267929,0,0x0,5
tick,0x7facd88e8bf9,269382,0,0x0,5
tick,0x7facd88e8bf9,271253,0,0x0,5
tick,0x7facd88e8bf9,273379,0,0x0,5
tick,0x7facd88e8bf9,275277,0,0x0,5
tick,0x7facd88e8bf9,277760,0,0x0,5
tick,0x7facd88e8bf9,279438,0,0x0,5
tick,0x7facd88e8bf9,281756,0,0x0,5
tick,0x7facd88e8bf9,283400,0,0x0,5
tick,0x7facd88e8bf9,284877,0,0x0,5
tick,0x7facd88e8bf9,286304,0,0x0,5
tick,0x7facd88e8bf9,288432,0,0x0,5
tick,0x7facd88e8bf9,290364,0,0x0,5
tick,0x7facd88e8bf9,292235,0,0x0,5
tick,0x7facd88e8bf9,294422,0,0x0,5
tick,0x7facd88e8bf9,296350,0,0x0,5
tick,0x7facd88e8bf9,298644,0,0x0,5
tick,0x7facd88e8bf9,300818,0,0x0,5
tick,0x7facd88e8bf9,302564,0,0x0,5
tick,0x7facd88e8bf9,304323,0,0x0,5
tick,0x7facd88e8bf9,306505,0,0x0,5
code-creation,LazyCompile,0,0x13b775075140,228,"exports.active timers.js:103:41",0x21437f516440,~
code-creation,LazyCompile,0,0x13b775075240,1156,"insert timers.js:119:16",0x21437f515600,~
code-creation,LazyCompile,0,0x13b7750756e0,788,"createTimersList timers.js:138:26",0x21437f5156c0,~
code-creation,LazyCompile,0,0x13b775075a00,476,"TimersList timers.js:153:20",0x21437f515780,~
code-creation,LazyCompile,0,0x13b775075be0,244,"init internal/linkedlist.js:3:14",0x21437f5189c0,~
code-creation,LazyCompile,0,0x13b775075ce0,500,"append internal/linkedlist.js:51:16",0x21437f518d80,~
code-creation,LazyCompile,0,0x13b775075ee0,260,"isEmpty internal/linkedlist.js:68:17",0x21437f518e40,~
tick,0x7facd88e8bf9,309394,0,0x0,5
code-creation,Stub,3,0x13b775076000,2303,"RecordWriteStub"
code-creation,Stub,11,0x13b775076900,381,"KeyedLoadICStub"
code-creation,Stub,3,0x13b775076a80,998,"RecordWriteStub"
code-creation,Stub,3,0x13b775076e80,1000,"RecordWriteStub"
code-creation,Stub,13,0x13b775077280,516,"VectorStoreICStub"
code-creation,Stub,3,0x13b7750774a0,590,"RecordWriteStub"
code-creation,Stub,14,0x13b775077700,410,"VectorKeyedStoreICStub"
code-creation,Stub,3,0x13b7750778a0,2333,"RecordWriteStub"
code-creation,Stub,3,0x13b7750781c0,2354,"RecordWriteStub"
code-creation,Stub,3,0x13b775078b00,2288,"RecordWriteStub"
code-creation,Stub,3,0x13b775079400,2324,"RecordWriteStub"
code-creation,Stub,3,0x13b775079d20,2342,"RecordWriteStub"
code-creation,LazyCompile,1,0x13b77507a660,3648,"exports.active timers.js:103:41",0x21437f516440,*
code-creation,Stub,3,0x13b77507b4a0,2324,"RecordWriteStub"
code-creation,Stub,3,0x13b77507bdc0,2328,"RecordWriteStub"
code-creation,Stub,3,0x13b77507c6e0,2342,"RecordWriteStub"
